19,85.1,41.7,6.5,9.7,25.8,8.1,3,5.4,12.1,13.4
18.7;84.6;42.1;6.7;9.9;26.2;8.2;3.1;5.6;11.9;13.6
18.1;80;40;6.3;9.4;25;8;2.9;5.1;11.5;12.8
17.3;77.5;38.4;6;9;24;7.5;2.8;5;11;12.5
17.2;76.8;38.2;6.1;9;23.6;7.5;2.7;5;10.7;12.1
16.9;76.8;37.1;5.8;8.7;23.5;7.6;2.7;4.8;10.6;11.8
16.1;73.3;36.4;5.7;8.4;23.1;7.2;2.6;4.7;10.3;11.5
16.1;72.8;36.3;5.5;8.2;21.9;7.1;2.5;4.6;10.1;11.6
15.5;70.9;35.1;5.5;8;21.6;7;2.4;4.5;9.6;11.2
15.6;70.3;34.9;5.4;8.3;21.7;6.9;2.5;4.5;9.9;11.1
15.6;72.8;35.9;5.6;8.2;22.4;7;2.6;4.6;9.9;11.3
16.6;75.5;36.8;5.7;8.6;23;7.2;2.6;4.8;10.4;12
17.6;79.8;38.6;6.2;9.2;24.1;7.7;2.7;5.1;11.1;12.7
18.5;84.6;42;6.5;9.7;25.5;8.1;3;5.4;11.5;13.1
19.3;89.5;43.2;6.9;10.1;27;8.6;3.1;5.7;12.1;13.8
19.7;90.5;43.9;7;10.3;27.8;8.8;3.2;5.6;12.4;14.1
20.1;89.9;45;7.1;10.5;27.9;8.9;3.3;5.9;12.9;14.2
20.4;93.3;46.4;7.1;10.7;28.4;8.9;3.2;5.9;13;14.7
20.6;92.9;47.2;7.2;10.5;28.6;9.1;3.3;6;12.9;14.6
20.4;91;46;7.3;10.9;29.1;9.1;3.2;6;12.9;14.7
20.9;92.2;45.8;7.2;10.6;27.8;8.8;3.2;5.8;12.9;14.8
20.4;94.2;46.6;7.2;10.8;28.5;9.1;3.3;6;13.2;15
20.7;95.6;46.6;7.3;10.6;27.9;9.2;3.3;5.9;13;15
20.7;95.3;45.9;7.3;10.8;29.2;9.2;3.3;6;13;14.7
20.5;91.5;45.9;7;10.7;28.1;8.9;3.3;5.8;12.7;14.4
20.1;92.1;44.5;7;10.4;27.8;8.9;3.2;5.7;12.7;14.5
19.8;91.3;44.5;7.1;10.2;26.9;8.8;3.2;5.8;12.6;14.4
19.5;88.7;43.8;6.8;10.1;26.7;8.5;3.1;5.5;12.2;14
19;88.1;42.8;6.8;9.9;26.4;8.3;3.1;5.5;12;13.7
19.1;87.6;42.3;6.7;10;26.3;8.2;3;5.6;12;13.7
18.6;87.6;42.2;6.7;9.9;26.1;8.5;3;5.4;11.7;13.5
18.9;87;42.9;6.7;9.8;26.3;8.4;3.1;5.4;11.7;13.7
19.5;87.8;43.7;6.9;10.1;27;8.5;3;5.6;12.1;13.9
20.2;89.7;43.9;7.1;10.3;27.2;8.6;3.2;5.8;12.6;14.3
20.5;92.5;45.5;7;10.6;28.6;9;3.2;5.8;13;14.8
20.1;91;45.2;7.1;10.5;27.8;8.8;3.3;5.8;12.5;14.4
19.5;90.5;43.1;6.8;10.1;27.4;8.6;3.1;5.6;12.1;13.8
18.9;87.6;41.6;6.8;9.8;26.3;8.4;3;5.4;11.8;13.8
18.2;85.3;41.2;6.6;9.7;25.6;8.1;3;5.4;11.7;13.5
18.1;83.5;40.6;6.5;9.4;25.4;7.9;3;5.2;11.5;13.2
18.7;86;41.5;6.8;9.8;26.7;8.2;3.1;5.4;11.9;13.7
19.5;87.3;42.5;6.8;9.9;26.9;8.3;3.1;5.5;11.9;13.9
18.9;86.6;42.5;6.6;9.8;26.2;8.4;3;5.5;11.9;13.8
18.1;82.5;40.9;6.5;9.4;25.4;8.1;2.9;5.3;11.4;13.3
17.2;77.9;38.7;6;9;24.1;7.5;2.8;5;11.1;12.3
16.8;77.1;37.9;6;8.9;23.3;7.4;2.7;4.9;10.6;12.3
17;75.8;37.7;5.9;8.6;23.3;7.4;2.7;4.7;10.7;12.4
16.2;73.3;36.9;5.7;8.4;22.8;7.3;2.6;4.6;10.2;11.8
15.8;73.3;35.6;5.5;8.2;22;6.9;2.5;4.5;10.3;11.4
15.8;70.6;34.7;5.5;8.1;21.3;6.8;2.5;4.5;9.8;11.2
15.6;72.1;34.7;5.4;8;21.5;6.8;2.5;4.4;9.8;11
15.7;71.5;35.7;5.6;8.1;21.5;7;2.5;4.5;9.9;11.2
16.3;73.3;36.9;5.8;8.3;22.8;7.2;2.6;4.8;10.2;11.8
17.2;78.3;37.7;6.1;9.1;24;7.7;2.8;4.9;10.7;12.6
18.1;83.9;41;6.3;9.5;25;7.9;2.9;5.3;11.5;13.2
19;86.4;42.9;6.7;9.9;26.6;8.2;3.1;5.6;11.9;13.9
19.7;90.3;44.3;6.9;10.3;27.2;8.5;3.2;5.7;12.5;14.1
20;90.4;44.8;7.1;10.5;28.1;8.7;3.2;5.7;12.4;14.4
20.1;92.9;45.3;7.2;10.7;28.2;9;3.3;5.8;12.5;14.9
20.2;92.8;46;7.2;10.9;28.4;8.9;3.2;5.9;12.9;14.9
20.3;93.1;46.7;7.1;10.7;28;9;3.3;6;13;14.8
20.3;93.8;45.9;7.2;10.8;28.4;9;3.3;5.8;12.6;15
20.3;94;45.9;7.2;10.6;28.9;9;3.3;5.9;12.8;15
20.3;93.5;45.9;7.2;10.6;28.1;9.2;3.2;5.8;12.8;14.9
20.2;91.6;46.1;7.1;10.7;28.1;9;3.3;5.9;12.8;14.8
20.2;93.7;45.9;7.2;10.6;27.9;8.9;3.3;5.7;12.4;14.1
20.2;90.3;43.6;7;10.1;27.1;8.7;3.2;5.5;12.5;14.3
19.3;90.3;44.7;7.1;10.2;26.9;8.7;3.1;5.8;12.2;14.5
19.4;87.3;42.9;6.8;9.8;26.7;8.4;3.1;5.6;12.1;13.5
18.8;87.3;41.4;6.7;9.9;26;8.4;3;5.4;11.9;13.5
18.5;83.8;41.9;6.6;9.7;26.1;8.2;3;5.3;11.8;13.4
18.5;84.2;41.5;6.5;9.5;25.1;8.2;3;5.3;11.4;13.4
18.5;86.7;41.8;6.5;9.9;25.9;8.2;2.9;5.4;11.7;13.5
18.8;86.7;42.2;6.7;9.9;26.1;8.4;3;5.4;11.9;14
19.3;87.6;43.4;6.8;10.1;27;8.5;3.1;5.6;12.4;14.1
19.7;90;44.1;6.9;10.4;27;8.5;3.2;5.6;12.4;14.2
19.2;89.1;44.1;6.9;10.1;27.2;8.6;3.2;5.7;12.2;14.2
19.1;86.7;42.7;6.7;9.9;26.4;8.4;3.1;5.4;12.1;13.7
18.5;85.6;41.5;6.5;9.9;25.9;8.2;2.9;5.3;11.8;13.3
18.3;83.5;41.6;6.5;9.5;25.1;8.1;2.9;5.2;11.4;13.5
17.8;81.9;40.6;6.3;9.3;25.1;7.9;2.9;5.1;11.2;12.8
18.1;83.5;42.4;6.4;9.7;25.3;8.1;3;5.3;11.7;13.1
18.6;86.6;42.1;6.7;9.9;26.4;8.4;3.1;5.5;11.9;13.8
18.7;84.9;42.4;6.7;10;25.5;8.2;3;5.4;11.6;13.6
18.1;82.5;40.5;6.5;9.3;25.1;7.8;2.9;5.2;11.4;13.3
16.7;77.1;38.8;6;8.7;23.5;7.3;2.7;4.9;10.6;12.2
16.5;75.7;37.3;5.9;8.6;23.1;7.4;2.7;4.8;10.4;12.1
16.1;75.9;36.4;5.9;8.4;22.7;7.1;2.6;4.7;10.2;12.1
15.6;72.6;35.6;5.6;8.3;22.1;7;2.5;4.6;9.9;11.7
15.2;71;34.6;5.5;8;21.1;6.7;2.5;4.5;9.6;11.3
14.8;68.2;33.8;5.3;7.8;20.9;6.5;2.4;4.2;9.4;10.9
14.7;66.9;33.3;5.3;7.6;20.3;6.6;2.4;4.2;9.3;10.7
14.6;67.5;33.4;5.2;7.7;20.5;6.4;2.4;4.2;9.3;10.8
15.1;68.7;33.9;5.3;7.7;20.8;6.5;2.4;4.3;9.4;11
15.1;69.1;33.9;5.4;7.9;20.9;6.6;2.4;4.3;9.5;10.8
15.3;70.7;35.2;5.4;8.3;21.2;6.8;2.5;4.5;9.7;11.2
15.8;72.3;36;5.7;8.4;21.3;7;2.6;4.5;9.8;11.7
16.3;73.9;36.1;5.8;8.7;22.4;7.2;2.6;4.6;10.2;11.9
16.4;75.7;38;5.9;8.7;23;7.4;2.7;4.8;10.5;12.1
17.2;79.2;38.9;6.2;9;24.3;7.4;2.8;5;11;12.6
17.7;81.6;40.3;6.3;9.3;24.9;7.8;2.9;5.1;11.1;12.8
17.6;83.8;40.2;6.3;9.5;25.1;7.9;2.9;5.2;11.1;12.8
17.9;82.3;40.3;6.4;9.2;24.6;7.8;2.9;5.1;11.1;13
17.7;82.8;41.4;6.4;9.5;24.6;8;2.9;5.2;11.4;13.2
18.2;83.6;41;6.4;9.6;25.3;7.9;3;5.2;11.5;13.1
18.2;85.8;41.4;6.6;9.7;25.7;8.1;3;5.3;11.8;13.6
18.2;83.5;41.7;6.5;9.5;25.3;8;2.9;5.3;11.8;13.3
17.5;82;40.3;6.3;9.3;25;7.9;2.9;5.1;11.1;12.9
17.3;80.8;39.6;6.3;9.2;24.1;7.6;2.8;5.1;10.9;12.9
16.8;78.5;38.4;6;8.8;23.1;7.5;2.7;4.9;10.8;12.4
17.1;77;37.7;5.9;8.8;23.1;7.3;2.7;4.9;10.6;12.1
16.5;76.7;37.1;5.8;8.6;22.6;7.4;2.6;4.7;10.4;12.1
16.5;75.2;37.3;5.8;8.6;22.7;7.2;2.6;4.7;10.3;11.9
16.7;76.8;37;5.8;8.7;22.9;7.2;2.7;4.8;10.2;12.2
17;76.4;38.9;6;8.7;23.1;7.3;2.7;4.8;10.5;12.4
17.3;80.7;39.2;6.1;9;24.4;7.5;2.8;5;10.8;12.7
17.8;80.3;40.5;6.4;9.4;25.1;7.8;2.9;5.2;11.3;13.1
17.6;83.4;39.5;6.3;9.3;24.4;7.9;2.9;5.2;11.1;13.3
17.4;79.7;39.9;6.4;9.5;24.3;7.8;2.8;5.1;10.9;12.9
17.1;78.5;39;6.2;9;24.1;7.6;2.7;4.9;10.8;12.6
17.1;77.6;38.3;6;8.7;23.6;7.5;2.7;4.8;10.6;12.4
16.8;77.6;38.3;5.8;8.8;23.3;7.4;2.7;4.8;10.2;12.4
17.1;79.1;38.4;6.1;8.9;23.7;7.5;2.8;5;10.9;12.6
18;85;40.6;6.5;9.5;25.3;8;2.9;5.2;11.4;13.3
17.8;80.9;40.2;6.1;9.3;25;7.9;2.8;5.2;11.1;13.1
17.4;80.1;39.7;6.2;9.2;24;7.6;2.8;5;10.8;12.8
16.3;75.8;36.8;5.8;8.6;22.7;7.3;2.7;4.7;10.5;12
15.8;74.9;36.5;5.7;8.4;22.5;7;2.6;4.5;10;11.8
15.5;71.6;35.6;5.7;8.3;22.1;6.9;2.5;4.4;9.9;11.6
15.2;71.8;34.9;5.5;8.1;21.4;6.6;2.4;4.4;9.7;11.1
14.6;67.3;33.6;5.2;7.8;20.1;6.5;2.4;4.3;9;10.9
14;65.7;32.2;5.1;7.6;20.4;6.4;2.4;4.1;8.9;10.4
13.9;63.9;31.1;4.9;7.4;19.5;6.2;2.3;4;8.8;10.2
13.9;65;31.3;5;7.3;19.1;6.1;2.2;3.9;8.8;10.4
13.7;65.2;31.7;5;7.3;19.2;6.2;2.3;4;8.7;10.4
13.9;63.3;31.5;5;7.3;19.3;6.2;2.3;4;8.9;10.3
14;64.6;31.6;5.1;7.3;19.8;6.3;2.3;4.1;8.9;10.2
14.3;65.9;32.3;5.1;7.6;19.7;6.3;2.3;4.1;8.9;10.4
14.4;67.6;32.7;5.2;7.6;19.7;6.4;2.3;4.2;9;10.7
15;69.9;33.6;5.3;7.8;20.3;6.6;2.3;4.3;9.4;11
15.1;69.8;34.6;5.4;8;21.2;6.7;2.4;4.4;9.6;11.3
15.7;73.2;36.1;5.7;8.2;21.9;7;2.6;4.6;9.8;11.6
16.2;75.8;36.5;5.9;8.6;22.8;7.1;2.6;4.7;10.4;12.1
16.2;76.5;37.7;5.8;8.7;22.8;7.2;2.6;4.7;10.3;12.2
16.7;77.4;36.8;6;8.9;23.3;7.4;2.7;4.8;10.7;12.3
17.1;79;37.9;6.1;9;23.5;7.4;2.7;5;10.6;12.3
17.1;78.4;39.6;6.2;9.1;23.8;7.6;2.8;5;10.9;12.8
17;78.9;38.6;6.1;9.2;24.1;7.6;2.8;5;11;12.5
16.4;76.5;37.4;5.8;8.7;23.2;7.3;2.7;4.7;10.3;12
16.2;75.3;37.1;5.8;8.6;22.9;7.2;2.6;4.6;10.3;11.9
15.5;72.2;35.7;5.6;8.3;21.6;6.8;2.5;4.5;9.8;11.5
15.2;70.6;34.7;5.5;8.1;21.6;6.9;2.5;4.4;9.8;11.3
14.9;70.1;34.3;5.4;7.9;21;6.6;2.4;4.4;9.6;11.4
15.1;69.4;34.9;5.4;8;20.6;6.6;2.4;4.3;9.5;11.2
15.1;70;34;5.4;7.9;20.8;6.7;2.4;4.4;9.5;11
15.4;72.5;35.6;5.5;8.2;21.7;6.9;2.5;4.5;9.7;11.6
16.2;74.9;36.6;5.7;8.5;22.8;7.1;2.6;4.7;10.3;11.8
16.9;79.4;38;6.1;8.7;23.3;7.4;2.7;4.9;10.9;12.5
16.8;78.7;39.1;6.2;9.1;23.6;7.5;2.8;4.9;11.1;12.9
17.1;79.8;39.7;6.1;9.1;24.1;7.5;2.8;4.9;10.8;12.5
16.8;78.8;38.8;6.1;9;23.5;7.4;2.7;4.8;10.8;12.7
16.8;77.2;38;6;9;23.4;7.2;2.7;4.9;10.7;12.4
16.7;76.6;38;5.9;8.8;23.2;7.3;2.7;4.8;10.6;12.3
17;77.3;38.2;6;8.8;23.5;7.4;2.7;4.8;10.7;12.6
17.7;82.5;39.9;6.4;9.4;24.8;7.7;2.9;5.1;11.3;13.1
17.8;81.3;40.3;6.4;9.3;24.3;7.7;2.7;4.9;11.1;12.9
17.1;78.9;38.7;6;9;23.7;7.6;2.8;4.9;10.7;12.6
16.3;73.8;36.9;5.7;8.6;22.1;7.1;2.6;4.6;10.4;11.9
15.6;73.5;36.2;5.7;8.3;22;7;2.6;4.5;10;11.8
15.7;72.7;35.1;5.7;8.2;21.6;6.9;2.5;4.5;9.8;11.5
15.2;72.1;35;5.5;8;21.7;6.9;2.4;4.5;9.5;11.3
14.5;68.9;33.7;5.3;7.7;20.4;6.5;2.3;4.2;9.3;11
14.2;66.3;32.8;5.2;7.6;20.1;6.3;2.3;4.2;9;10.6
14.3;67.2;32.5;5.1;7.5;19.9;6.4;2.3;4.1;9;10.6
14.2;69.3;33.3;5.3;7.7;20.2;6.3;2.3;4.2;9.2;10.6
15.1;70.4;34.1;5.5;7.9;21.2;6.7;2.4;4.4;9.5;11.2
15.7;72.1;36.2;5.7;8.3;21.7;6.9;2.5;4.5;9.9;11.7
16.9;80.1;39.4;6.1;9;23.5;7.5;2.7;4.9;10.9;12.6
17.6;83.1;41.4;6.5;9.4;25;7.9;2.9;5.2;11.3;13.1
18.7;85.9;43.3;6.7;9.9;26;8.3;3;5.4;11.9;13.9
18.6;89.4;43.5;6.9;9.9;26.3;8.5;3;5.5;12;14.2
19.5;90.8;44.9;7.1;10.2;27.2;8.6;3.1;5.7;12.3;14.4
19.8;91.6;45.7;7;10.4;27.1;8.7;3.2;5.8;12.4;14.8
19.7;91.2;45.6;7.1;10.4;27.7;8.9;3.2;5.7;12.7;14.8
19.7;92.3;45.9;7.2;10.6;27.9;8.6;3.2;5.7;12.6;14.8
19.9;93.7;45.1;7.1;10.4;27.7;8.8;3.2;5.8;12.5;15.1
19.8;91.8;46;7.2;10.6;28.3;8.9;3.2;5.9;12.7;14.8
19.9;92.9;45.5;7.1;10.5;27.9;8.9;3.3;5.7;12.8;14.6
19.9;94.6;45.8;7.3;10.6;28.3;9;3.3;5.8;12.5;14.8
19.2;93.1;45;7;10.5;27.5;8.6;3.2;5.7;12.5;14.8
19.5;92.2;44.3;7;10.4;27.6;8.7;3.2;5.7;12.5;14.6
19.3;90;44.1;6.9;10.2;27;8.5;3.1;5.5;12.1;14.3
18.7;88.5;43.4;6.8;9.9;26.5;8.5;3.1;5.4;12.1;14
18.5;87;42.8;6.7;10;25.9;8.3;3;5.4;11.8;13.7
18.4;86.7;42.9;6.7;9.8;25.9;8.1;3;5.3;11.7;13.7
18;85.8;42.2;6.6;9.7;25.2;8.1;3;5.4;11.7;13.8
18.4;87.4;41.8;6.8;9.9;26.3;8.2;3;5.4;12;13.9
19;91;43.5;6.8;10.1;27.1;8.5;3.1;5.5;12.2;14.2
19.7;92;45.1;7.3;10.6;27.6;8.8;3.1;5.7;12.6;14.6
19.7;92.8;44.5;7.1;10.5;27;8.9;3.3;5.7;12.4;14.8
19.4;91.8;44.2;7;10.3;27.4;8.5;3.1;5.7;12.4;14.3
18.6;89.2;42.9;6.8;10;26.2;8.3;3;5.4;11.6;13.9
18.4;86.1;42.2;6.7;9.7;25.5;8.1;3;5.3;11.5;13.7
17.6;82.6;40.8;6.4;9.6;24.8;8;2.9;5.2;11.2;13.3
17.9;84.3;41.6;6.5;9.5;24.5;7.9;2.9;5.2;11.3;13.3
19.1;88.4;43.7;6.8;9.9;25.7;8.4;3;5.5;12;14.2
18.4;86.2;41.4;6.7;9.7;26;8.1;3;5.4;11.5;13.7
18.4;84.4;42.2;6.6;9.8;25.3;8.1;2.9;5.3;11.7;13.5
17.4;80.7;38.9;6.3;9.2;23.8;7.6;2.8;5;11.1;12.9
16.5;77.6;38.4;6.1;8.7;22.8;7.5;2.7;4.7;10.5;12.3
16.3;76.7;37.7;6;8.8;22.6;7.4;2.7;4.8;10.5;12.5
16.1;76.3;37.1;5.8;8.7;23;7.3;2.6;4.7;10.2;12.3
15.6;73.3;35.7;5.7;8.4;21.7;7;2.5;4.6;9.8;11.7
15.4;73.3;34.8;5.4;8.1;21.2;6.8;2.5;4.4;9.7;11.6
15.2;72.7;34.7;5.5;8;20.8;6.6;2.5;4.3;9.5;11.2
15.2;70.6;35.1;5.5;8.2;21.2;6.7;2.4;4.4;9.5;11.4
15.5;73.1;36.2;5.6;8.5;22.1;7;2.6;4.6;9.9;11.7
15.9;77.7;37.1;5.9;8.6;22.7;7.1;2.7;4.7;10.2;12.2
17.5;83.7;39.9;6.4;9.4;24.1;7.6;2.8;5;11.3;13
18.2;85.5;42;6.7;9.9;26;8.1;3;5.3;11.6;13.8
19.1;90.7;44.5;6.9;10.3;27;8.4;3.2;5.6;12.2;14.6
19.5;93;45;7.1;10.4;27.4;8.6;3.1;5.7;12.6;14.8
19.8;92.8;45.9;7.2;10.5;27.8;8.8;3.2;5.9;12.5;15
20.1;96.7;45.7;7.3;10.7;28.8;9;3.3;5.9;12.8;15.2
20.1;95.6;47.4;7.3;10.7;28.3;8.9;3.3;5.8;12.9;15.5
20.6;95.9;46.5;7.3;10.7;28.1;9.1;3.3;5.8;12.8;15.1
20.2;97;46.8;7.4;10.9;28;8.9;3.3;5.9;12.8;15.2
20.5;96.7;46.9;7.4;10.9;28.5;9.1;3.3;5.9;13.1;15.2
20.1;95.7;46.1;7.3;10.7;28.6;8.9;3.3;6;12.9;15.2
20.6;95.6;47.1;7.3;10.7;29;9.1;3.3;5.8;12.9;15.3
19.7;93.4;45.3;7.1;10.4;28.1;8.9;3.3;5.7;12.5;15
19.7;93.7;45.9;7.2;10.6;27.6;8.7;3.2;5.8;12.3;14.8
19.5;93.1;44.3;7.2;10.7;27.1;8.5;3.1;5.6;12.3;14.7
19.6;88.9;43.6;6.9;10.1;26.3;8.5;3.1;5.5;12.1;14.7
18.7;87.8;43.4;6.9;10.1;26.5;8.4;3.1;5.5;11.9;14.2
18.5;88.5;43.5;6.8;9.8;26.1;8.3;3;5.5;11.9;14.1
18.9;88;42.9;6.8;9.8;26.2;8.3;3;5.4;11.6;14
19;87.5;43.5;6.9;10;26.6;8.3;3;5.4;12.1;14.2
19.3;90.7;44.5;7;10.2;27;8.6;3.1;5.7;12.2;14.5
19.6;92.8;45.3;7.2;10.8;27.6;9;3.2;5.8;12.5;15
19.9;92.4;46;7.3;10.8;28.1;8.8;3.3;5.8;12.8;15
19.8;93.3;45.8;7.1;10.7;27.6;8.7;3.2;5.7;12.5;14.9
19.1;88.1;43.7;6.9;10.3;26.8;8.3;3.1;5.5;12.3;14.2
18.6;86.9;42.4;6.8;10;26.2;8.3;3;5.3;11.7;14.1
18.1;85.8;41.9;6.6;9.7;25.2;7.9;3;5.1;11.3;13.8
17.8;85.3;42;6.4;9.6;25.5;8;2.9;5.2;11.3;13.3
18.8;88.3;43.6;6.9;9.9;26.1;8.4;3.1;5.5;11.9;14.1
18.6;88.9;42.5;6.9;9.9;25.8;8.1;3.1;5.5;11.7;14
18.6;86.7;42.5;6.7;9.9;25.8;8.4;3;5.4;11.5;13.7
17.1;80.5;39.7;6.4;9.3;24.2;7.9;2.9;5;11.2;13.3
16.7;79.1;38.8;6.2;8.8;23.4;7.4;2.8;4.9;10.4;12.7
16.5;78.6;37.7;5.9;8.7;23.2;7.4;2.7;4.8;10.5;12.6
16.4;77;37.4;6;8.7;23.1;7.4;2.7;4.7;10.5;12.4
15.7;73.6;36.5;5.7;8.5;22.1;7;2.6;4.6;10;11.7
15.4;73.9;35.8;5.6;8.3;21.3;6.9;2.5;4.5;10;11.7
14.9;71.9;35.2;5.7;8.2;21.2;6.7;2.5;4.4;9.8;11.4
15.1;73.1;35.1;5.6;8.1;21.5;6.8;2.5;4.5;9.6;11.5
15.6;74.2;36.8;5.8;8.4;21.8;7.1;2.6;4.5;9.9;12.2
16.2;77.2;37.5;5.9;8.6;22.8;7.2;2.7;4.7;10.4;12.3
17.3;81.4;39.5;6.3;9.5;24.5;7.6;2.8;5.1;10.9;12.9
18.6;85.6;43.1;6.7;9.8;25.5;8.1;2.9;5.3;11.6;13.8
19.3;89.9;43.4;7;10.3;26.6;8.5;3.1;5.6;12;14.3
19.8;92;44.9;7.1;10.3;27.4;8.8;3.2;5.7;12.5;15
20.2;92.5;47.4;7.3;10.7;28.4;9;3.3;5.8;12.7;15.3
20.3;94.7;46.5;7.5;10.9;28;9.1;3.3;5.9;12.9;15.1
19.9;96.9;47.5;7.3;11;28.2;9.1;3.3;5.8;12.9;15.2
20.4;95;48;7.5;10.8;28;9.2;3.4;5.9;12.8;15.2
20.6;96.8;46.6;7.5;11;28.2;9.2;3.3;6;12.9;15.5
20.3;98.8;47.4;7.5;11;28.9;9;3.4;5.9;13.1;15.4
20.3;96.5;47.6;7.4;11;28.9;9;3.4;5.9;12.9;15.5
20.7;95;47.5;7.4;10.9;28.9;9.2;3.3;5.9;13.2;15.6
19.6;95.6;45.9;7.3;10.7;28.1;8.9;3.3;5.9;12.8;15.1
19.8;94.2;46.2;7.4;10.6;28.1;8.7;3.3;5.8;12.6;15
19.4;93.1;45;7.1;10.5;27;8.8;3.2;5.7;12.2;14.8
19.2;91.9;44.3;7;10.1;27.3;8.7;3.2;5.6;12.5;14.5
19.3;89.7;43.5;7.1;10.4;26.6;8.4;3.1;5.4;11.9;14.5
19;89.1;43.8;7;10.2;26.6;8.4;3.1;5.4;12.2;14.4
18.7;88.2;43;6.8;10.2;26.5;8.4;3.1;5.5;12;14.3
18.6;89.3;43.9;6.9;10.2;26.6;8.4;3.1;5.5;11.8;14.5
19.4;90.4;44.2;7.1;10.1;27;8.5;3.1;5.6;12.2;14.8
20.3;94.4;46.2;7.2;10.7;28.2;8.9;3.3;5.8;12.7;15
20;94.8;46.9;7.4;10.8;28.1;9.1;3.3;5.9;12.8;15.4
19.9;95.6;45.7;7.1;10.6;28.2;8.9;3.2;5.7;12.8;15.1
19.3;91.1;44.3;7.1;10.3;27.3;8.7;3.1;5.6;12.1;14.4
18.7;87.1;42.8;6.9;10;26.3;8.3;3.1;5.4;12;14.3
18.2;85.8;42.1;6.7;10;25.4;8.2;3;5.3;11.6;13.7
18;84.6;42.1;6.5;9.6;24.8;8;3;5.3;11.4;13.7
18.8;88.5;43.6;6.9;10.1;26.8;8.5;3.1;5.5;11.9;14.3
19;89.7;43.3;6.8;10.1;26.4;8.3;3.1;5.4;12;14.2
18.8;88.8;43.6;6.8;10;26.2;8.3;3.1;5.4;11.8;14
17.8;83.6;41;6.7;9.8;25.3;7.9;3;5.2;11.2;13.4
16.8;79.2;38.7;6.3;9.1;23.5;7.7;2.7;4.8;10.8;12.8
